1	1 Oct 19	00:00:00	1	0	13	0	Ct	0	0	4	0	0	2	0	4	3	0	0	0	2	0	0	0	3	0	0	0	0	0	2	0	0	3	0	0	0	0	2	3	0	0
2	1 Oct 19	00:01:00	1	0	13	0	Ct	0	0	6	0	0	2	0	4	5	0	0	0	6	0	0	0	4	0	0	0	0	0	2	0	0	4	0	0	0	0	0	2	0	0
3	1 Oct 19	00:02:00	1	0	13	0	Ct	0	0	6	0	0	0	0	5	2	0	0	0	4	0	0	0	4	0	0	0	0	0	4	0	0	4	0	0	0	0	0	6	0	0
4	1 Oct 19	00:03:00	1	0	13	0	Ct	0	0	7	0	0	2	0	5	4	0	0	0	2	0	0	0	4	0	0	0	0	0	5	0	0	2	0	0	1	0	0	6	0	0
5	1 Oct 19	00:04:00	1	0	13	0	Ct	0	0	6	0	0	2	0	4	4	0	0	0	2	0	0	0	2	0	0	0	0	0	5	0	0	2	0	0	0	0	0	6	0	0
6	1 Oct 19	00:05:00	1	0	13	0	Ct	0	0	5	11	0	2	0	0	3	0	0	0	6	0	0	0	4	0	0	0	0	0	3	0	0	1	0	0	3	0	0	1	0	0
7	1 Oct 19	00:06:00	1	0	13	0	Ct	0	0	6	0	0	3	0	3	0	0	0	0	3	0	0	0	5	0	0	0	0	0	1	0	0	1	0	0	0	0	0	3	0	0
8	1 Oct 19	00:07:00	1	0	13	0	Ct	0	0	5	0	0	2	0	3	4	0	1	0	7	0	0	0	3	0	0	0	0	0	8	0	0	1	0	0	1	0	0	1	0	0
9	1 Oct 19	00:08:00	1	0	13	0	Ct	0	0	6	0	0	3	0	4	0	0	0	0	3	0	0	0	3	0	0	0	0	0	4	0	0	1	0	0	2	0	0	3	0	0
10	1 Oct 19	00:09:00	1	0	13	0	Ct	0	0	7	0	0	3	0	2	0	0	0	0	5	0	0	0	4	0	0	0	0	0	6	0	0	4	0	0	0	0	0	4	0	0
11	1 Oct 19	00:10:00	1	0	13	0	Ct	0	0	5	0	0	7	0	2	4	0	0	0	5	0	0	0	4	0	0	0	0	0	8	0	0	2	0	0	0	0	0	6	0	0
12	1 Oct 19	00:11:00	1	0	13	0	Ct	0	0	4	0	0	5	0	4	4	0	0	0	6	0	0	0	4	0	0	0	0	0	3	0	0	2	0	0	0	0	0	6	0	0
13	1 Oct 19	00:12:00	1	0	13	0	Ct	0	0	7	0	0	4	0	2	2	0	2	0	7	0	0	0	5	0	0	0	0	0	0	0	0	3	0	0	0	0	0	6	0	0
14	1 Oct 19	00:13:00	1	0	13	0	Ct	0	0	4	0	0	7	0	2	4	0	3	0	4	0	0	0	3	0	0	0	0	0	4	0	0	2	0	0	0	0	0	8	0	0
15	1 Oct 19	00:14:00	1	0	13	0	Ct	0	0	7	0	0	3	0	4	3	0	5	0	3	0	0	0	3	0	0	0	0	0	3	0	0	3	0	0	0	0	0	7	0	0
16	1 Oct 19	00:15:00	1	0	13	0	Ct	0	0	7	0	0	3	0	5	0	0	3	0	6	0	0	0	4	0	0	0	0	0	6	0	0	2	0	0	0	0	0	6	0	0
17	1 Oct 19	00:16:00	1	0	13	0	Ct	0	0	4	0	0	6	0	4	4	0	4	0	4	0	0	0	4	0	0	0	0	0	4	0	0	2	0	0	0	0	0	6	0	0
18	1 Oct 19	00:17:00	1	0	13	0	Ct	0	0	5	0	0	3	0	2	4	0	5	0	3	0	0	0	4	0	0	0	0	0	6	0	0	2	0	0	0	0	0	6	0	0
19	1 Oct 19	00:18:00	1	0	13	0	Ct	0	0	6	0	0	3	0	1	4	0	7	0	6	0	0	0	3	0	0	0	0	0	6	0	0	1	0	0	0	0	0	7	0	3
20	1 Oct 19	00:19:00	1	0	13	0	Ct	0	0	5	0	0	2	0	1	0	0	4	0	2	0	0	0	4	0	0	0	0	0	6	0	0	1	0	0	0	0	0	6	0	3
